Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,ResultSpeed,ResultDir,AvgSpeed
2,5/7/2011,60,46,53,M,46,50,12,0, ,M,M,M,0,29.18,5.3,5,7.9
1,5/8/2011,68,39,54,-2,43,49,11,0, ,0,M,0,0,29.27,6.6,6,7.2
2,5/8/2011,68,44,56,M,44,50,9,0, ,M,M,M,0,29.33,6.9,6,7.8
1,5/9/2011,73,47,60,4,45,53,5,0,RA,0,M,0,0,29.15,14.3,11,14.7
2,5/9/2011,74,51,63,M,46,55,2,0, ,M,M,M,0,29.21,15.3,12,15.6
1,5/10/2011,90,62,76,20,61,66,0,11, ,0,M,0,0,29,6.2,14,8.6
2,5/10/2011,91,64,78,M,60,66,0,13,HZ,M,M,M,0,29.06,7.3,17,8.6
1,5/11/2011,87,63,75,18,66,68,0,10,TS TSRA BR HZ,0,M,0,0.13,29.1,3.5,14,6.6
2,5/11/2011,88,67,78,M,65,69,0,13,BR HZ,M,M,M,0.28,29.16,4.4,14,6.4
1,5/12/2011,86,58,72,15,63,66,0,7,TS TSRA BR,0,M,0,0.29,29.08,5.6,19,8.1
2,5/12/2011,87,63,75,M,61,66,0,10,TS BR HZ,M,M,M,0.02,29.13,4.3,19,7.4
1,5/13/2011,77,47,62,4,54,56,3,0,RA BR,0,M,0,0.02,29,10.1,3,11
2,5/13/2011,77,47,62,M,54,57,3,0, ,M,M,M,0.01,29.07,10.5,1,11.5
1,5/14/2011,53,45,49,-9,47,48,16,0,RA BR,0,M,0,0.31,29.01,16.7,2,16.9
2,5/14/2011,51,46,49,M,46,47,16,0,RA DZ BR,M,M,M,0.43,29.05,17,1,17.2
1,5/15/2011,46,41,44,-14,36,41,21,0,RA BR,0,M,0,0.31,29.15,21.4,2,21.4
2,5/15/2011,48,42,45,M,38,42,20,0,RA BR,M,M,M,0.37,29.19,18.8,1,18.9
1,5/16/2011,52,37,45,-14,30,40,20,0, ,0,M,0,0,29.28,13.5,2,13.9
2,5/16/2011,53,40,47,M,31,40,18,0, ,M,M,M,0,29.34,13.9,1,14.1
1,5/17/2011,60,40,50,-9,33,43,15,0, ,0,M,0,0,29.21,12.2,3,12.7
2,5/17/2011,60,40,50,M,35,44,15,0, ,M,M,M,0,29.27,13.1,2,13.6
1,5/18/2011,57,49,53,-7,48,49,12,0,RA DZ BR,0,M,0,0.07,29.16,6.2,2,7.1
2,5/18/2011,61,50,56,M,49,51,9,0,RA BR HZ,M,M,M,0.03,29.21,6.6,1,7
1,5/19/2011,72,49,61,1,53,56,4,0,BR HZ,0,M,0,0,29.29,3.6,2,5.8
2,5/19/2011,73,50,62,M,53,55,3,0,BR HZ VCFG,M,M,M,0,29.36,3,2,5
1,5/20/2011,73,50,62,1,54,57,3,0,BR,0,M,0,0,29.3,5.5,6,6
2,5/20/2011,72,50,61,M,53,56,4,0,BR,M,M,M,0,29.36,5.4,7,6.2
1,5/21/2011,75,50,63,2,59,62,2,0,BR,0,M,0,0.01,29.13,7,15,8.1
2,5/21/2011,76,51,64,M,59,62,1,0,HZ,M,M,M,0,29.2,8.1,15,9
1,5/22/2011,87,61,74,13,60,64,0,9,TSRA RA BR,0,M,0,0.58,28.95,10.3,19,11.4
2,5/22/2011,88,65,77,M,59,65,0,12,TSRA,M,M,M,0.12,29.02,11.2,18,11.6
1,5/23/2011,79,60,70,9,59,64,0,5, ,0,M,0,0,28.92,10,25,11.3
2,5/23/2011,80,65,73,M,59,64,0,8, ,M,M,M,0,28.98,11.3,24,12.5
1,5/24/2011,66,47,57,-5,47,51,8,0, ,0,M,0,0.11,29.15,12,4,12.4
2,5/24/2011,69,48,59,M,47,53,6,0, ,M,M,M,0.01,29.21,11.1,3,11.5
1,5/25/2011,67,47,57,-5,52,53,8,0,TSRA RA BR,0,M,0,2.24,28.92,10.7,3,11.7
2,5/25/2011,75,49,62,M,53,55,3,0,TSRA RA BR,M,M,M,1.9,28.97,7.8,3,10.1
1,5/26/2011,49,43,46,-16,40,43,19,0,RA BR,0,M,0,1.06,29.15,17.7,2,17.8
2,5/26/2011,50,43,47,M,40,43,18,0,RA BR,M,M,M,0.61,29.19,18.8,1,18.9
1,5/27/2011,58,40,49,-13,41,46,16,0,RA,0,M,0,0,29.21,7.3,5,8.7
2,5/27/2011,58,42,50,M,41,46,15,0,RA,M,M,M,0.01,29.27,6.6,4,8
1,5/28/2011,62,51,57,-6,55,55,8,0,RA BR,0,M,0,0.12,29.1,6,18,6.7
2,5/28/2011,64,52,58,M,55,57,7,0,TSRA RA DZ BR HZ,M,M,M,0.23,29.16,4.4,18,5.8
1,5/29/2011,70,52,61,-3,59,60,4,0,TS RA FG+ FG BR,0,M,0,1.88,29.16,3.6,11,5.7
2,5/29/2011,72,57,65,M,60,61,0,0,TSRA RA FG+ BR,M,M,M,0.92,29.23,3.6,11,6.6
1,5/30/2011,88,56,72,8,65,69,0,7, ,0,M,0,0,29.26,12.4,20,12.8
2,5/30/2011,90,65,78,M,65,70,0,13, ,M,M,M,0,29.33,11.2,19,11.6
1,5/31/2011,85,69,77,13,64,68,0,12,TS,0,M,0,0.08,29.34,12.4,22,13.2
2,5/31/2011,88,69,79,M,65,70,0,14,RA,M,M,M,0,29.41,12.4,22,13.2
1,6/1/2011,81,59,70,6,49,59,0,5, ,0,M,0,0,29.44,10.7,27,10.5
2,6/1/2011,82,63,73,M,49,59,0,8, ,M,M,M,0,29.51,11.5,26,11.5
1,6/2/2011,69,56,63,-1,44,53,2,0,RA,0,M,0,0.02,29.45,9,6,9.4
2,6/2/2011,69,57,63,M,45,53,2,0,RA,M,M,M,0,29.51,8.9,6,9.6
1,6/3/2011,87,55,71,7,62,67,0,6, ,0,M,0,0.01,29.31,10.8,17,11.5
2,6/3/2011,88,57,73,M,61,67,0,8,RA,M,M,M,0.18,29.37,10,16,10.6
1,6/4/2011,92,64,78,14,64,68,0,13,TSRA,0,M,0,0.18,29.31,1.4,26,8.5
2,6/4/2011,91,67,79,M,64,69,0,14, ,M,M,M,0.5,29.38,3,26,8.1
1,6/5/2011,85,60,73,8,55,62,0,8, ,0,M,0,0,29.36,3.1,7,5.4
2,6/5/2011,84,63,74,M,55,62,0,9, ,M,M,M,0.01,29.41,2.7,8,5
1,6/6/2011,93,60,77,11,64,69,0,12, ,0,M,0,0,29.15,8.5,20,9.7
2,6/6/2011,94,62,78,M,63,69,0,13, ,M,M,M,0,29.22,7.8,20,8.6
1,6/7/2011,96,75,86,20,65,72,0,21, ,0,M,0,0,29.11,10.3,23,10.6
2,6/7/2011,96,77,87,M,64,72,0,22, ,M,M,M,0,29.18,9.7,23,10.1
1,6/8/2011,95,66,81,15,64,71,0,16,TSRA,0,M,0,0.17,29.13,11.6,24,13.4
2,6/8/2011,96,67,82,M,63,71,0,17,TSRA BR,M,M,M,0.69,29.2,9.3,23,12.1
1,6/9/2011,69,50,60,-6,52,55,5,0,TSRA RA BR,0,M,0,0.93,29.28,8,4,12.5
2,6/9/2011,69,52,61,M,54,56,4,0,TSRA BR,M,M,M,2.17,29.34,7,4,12
1,6/10/2011,69,51,60,-7,56,57,5,0,RA BR HZ,0,M,0,0.52,29.21,6.4,3,8
2,6/10/2011,71,51,61,M,56,58,4,0,TS TSRA BR HZ,M,M,M,0.44,29.26,6.1,1,7.5
1,6/11/2011,62,52,57,-10,54,55,8,0,RA DZ FG+ FG BR,0,M,0,0.03,29.24,4.7,5,5.7
2,6/11/2011,65,53,59,M,54,56,6,0,TSRA RA DZ BR,M,M,M,0.1,29.29,5.4,2,5.8
1,6/12/2011,64,50,57,-11,45,52,8,0,BR,0,M,0,0,29.38,8.3,3,8.9
2,6/12/2011,64,51,58,M,45,52,7,0, ,M,M,M,0,29.44,9.4,2,9.9
1,6/13/2011,72,54,63,-5,43,53,2,0, ,0,M,0,0,29.39,7.5,6,7.8
2,6/13/2011,71,56,64,M,43,53,1,0, ,M,M,M,0,29.44,8,6,8.7
1,6/14/2011,77,53,65,-3,49,56,0,0, ,0,M,0,0,29.25,7.8,9,8.6
2,6/14/2011,77,58,68,M,49,57,0,3, ,M,M,M,0,29.31,7.8,9,8.3
1,6/15/2011,71,57,64,-4,59,61,1,0,TSRA RA BR,0,M,0,0.8,29,9.2,15,11.2
2,6/15/2011,72,57,65,M,59,62,0,0,TSRA RA BR,M,M,M,0.84,29.07,8.4,16,11.2
1,6/16/2011,81,61,71,2,59,63,0,6,RA BR,0,M,0,0.04,29.05,5.5,29,7.5
2,6/16/2011,81,62,72,M,59,63,0,7,RA BR,M,M,M,0.03,29.12,6.6,26,9.1
1,6/17/2011,82,60,71,2,60,64,0,6, ,0,M,0,0,29.13,5.8,6,6.6
2,6/17/2011,82,64,73,M,60,65,0,8, ,M,M,M,0,29.18,5.3,7,6.2
1,6/18/2011,84,61,73,3,62,65,0,8, ,0,M,0,0,29.1,4.6,6,6.4
2,6/18/2011,83,63,73,M,62,66,0,8, ,M,M,M,0,29.16,4.5,8,6.4
1,6/19/2011,81,63,72,2,65,68,0,7, ,0,M,0,0,29.03,4.1,11,5.2
2,6/19/2011,83,65,74,M,65,69,0,9,BR,M,M,M,0,29.08,3.7,14,4.9
1,6/20/2011,79,65,72,2,67,69,0,7,TSRA RA BR,0,M,0,0.18,29.01,6.2,16,8.1
2,6/20/2011,80,69,75,M,67,69,0,10,TSRA BR,M,M,M,1.23,29.07,8,16,9.5
1,6/21/2011,89,66,78,8,70,72,0,13,RA BR SQ,0,M,0,0.45,28.92,11.5,18,12.1
2,6/21/2011,89,69,79,M,70,73,0,14,TSRA RA BR,M,M,M,0.08,28.98,11,18,11.8
1,6/22/2011,73,64,69,-1,63,65,0,4,RA,0,M,0,0.02,28.89,12.6,21,13.4
2,6/22/2011,75,66,71,M,62,65,0,6, ,M,M,M,0.02,28.95,12.9,21,13.4
1,6/23/2011,71,62,67,-3,59,62,0,2,RA BR,0,M,0,0.01,28.9,11.4,26,12.7
2,6/23/2011,72,63,68,M,60,63,0,3,RA BR,M,M,M,0.05,28.96,12.6,26,13.5
1,6/24/2011,68,60,64,-7,56,59,1,0, ,0,M,0,0,29.08,9.4,29,9.6
2,6/24/2011,68,60,64,M,55,59,1,0, ,M,M,M,0,29.13,8.5,29,8.7
1,6/25/2011,79,58,69,-2,53,60,0,4, ,0,M,0,0,29.21,2.5,10,4.6
2,6/25/2011,78,61,70,M,52,60,0,5,RA,M,M,M,0,29.28,3.9,9,5.8
1,6/26/2011,81,57,69,-2,53,60,0,4, ,0,M,0,0,29.23,5.8,9,6.9
2,6/26/2011,80,64,72,M,53,61,0,7, ,M,M,M,0,29.28,6.5,9,7
1,6/27/2011,81,65,73,2,63,67,0,8,RA HZ,0,M,0,0.03,29.08,6.9,21,10.8
2,6/27/2011,80,67,74,M,64,67,0,9,RA BR,M,M,M,0.14,29.15,6.4,21,9.2
1,6/28/2011,81,63,72,1,54,61,0,7, ,0,M,0,0,29.28,9.1,30,9.6
2,6/28/2011,81,65,73,M,53,61,0,8, ,M,M,M,0,29.34,7.2,30,8.6
1,6/29/2011,81,59,70,-1,56,62,0,5, ,0,M,0,0,29.35,3.7,8,5.4
2,6/29/2011,80,63,72,M,55,62,0,7, ,M,M,M,0,29.41,3.9,8,5.9
1,6/30/2011,88,60,74,2,62,67,0,9, ,0,M,0,0,29.28,8.2,17,9.4
2,6/30/2011,89,66,78,M,61,67,0,13,TS TSRA RA VCTS,M,M,M,0.03,29.34,9.2,16,10.6
1,7/1/2011,89,72,81,9,62,68,0,16, ,0,M,0,0,29.24,14.3,18,14.9
2,7/1/2011,89,70,80,M,63,68,0,15,TS RA,M,M,M,0.01,29.31,10.4,18,10.8
1,7/2/2011,94,71,83,11,70,74,0,18,BR,0,M,0,0,29.25,3.9,24,8.3
2,7/2/2011,93,73,83,M,71,74,0,18,BR,M,M,M,0,29.31,3.1,23,7.5
1,7/3/2011,84,69,77,5,57,65,0,12, ,0,M,0,0,29.28,4.7,2,5.9
2,7/3/2011,86,70,78,M,58,65,0,13, ,M,M,M,0,29.33,4.4,3,6.1
1,7/4/2011,89,65,77,5,55,64,0,12, ,0,M,0,0,29.26,2.9,5,4.3
2,7/4/2011,88,68,78,M,53,63,0,13,FU,M,M,M,0,29.32,3.3,7,4.5
1,7/5/2011,91,68,80,8,60,68,0,15, ,0,M,0,0,29.25,5.2,28,6.2
2,7/5/2011,92,67,80,M,59,68,0,15, ,M,M,M,0,29.31,4.9,26,5.6
1,7/6/2011,86,70,78,6,61,67,0,13, ,0,M,0,0,29.27,5.7,4,7.5
2,7/6/2011,87,71,79,M,60,67,0,14, ,M,M,M,0,29.33,5.9,4,7.3
1,7/7/2011,82,63,73,1,53,62,0,8,RA,0,M,0,0,29.22,5.1,7,6.2
2,7/7/2011,81,66,74,M,55,63,0,9,RA,M,M,M,0.07,29.28,5.7,7,7.1
1,7/8/2011,86,61,74,1,51,62,0,9, ,0,M,0,0,29.17,5.1,6,6
2,7/8/2011,86,65,76,M,52,63,0,11, ,M,M,M,0,29.22,5.2,4,6.5
1,7/9/2011,91,61,76,3,58,66,0,11, ,0,M,0,0,29.21,5.2,19,5.9
2,7/9/2011,90,67,79,M,60,68,0,14, ,M,M,M,0,29.27,5.4,18,6.5
1,7/10/2011,91,74,83,10,68,72,0,18,HZ,0,M,0,0,29.18,9.3,19,9.7
2,7/10/2011,91,75,83,M,67,72,0,18,HZ,M,M,M,0,29.23,7.8,19,8.1
1,7/11/2011,88,71,80,7,71,74,0,15,HZ,0,M,0,0.39,29.12,5.5,25,8.5
2,7/11/2011,90,70,80,M,70,74,0,15,TSRA BR,M,M,M,0.13,29.18,5.3,24,8
1,7/12/2011,87,70,79,6,63,69,0,14,RA,0,M,0,0.01,29.25,5.6,2,7.7
2,7/12/2011,88,71,80,M,64,69,0,15,RA,M,M,M,0.01,29.31,4.5,4,7
1,7/13/2011,74,63,69,-4,57,62,0,4, ,0,M,0,0,29.35,10.5,4,10.9
2,7/13/2011,74,66,70,M,57,63,0,5, ,M,M,M,0,29.4,11.6,4,12.2
1,7/14/2011,82,59,71,-2,56,63,0,6, ,0,M,0,0,29.3,6.5,10,8
2,7/14/2011,82,65,74,M,56,63,0,9, ,M,M,M,0,29.35,7.3,9,8.7
1,7/15/2011,87,70,79,5,60,66,0,14, ,0,M,0,0,29.27,5.4,9,6.7
2,7/15/2011,86,71,79,M,60,67,0,14, ,M,M,M,0,29.33,6.2,10,6.8
1,7/16/2011,89,71,80,6,61,68,0,15,RA,0,M,0,0,29.32,3.4,19,4.3
2,7/16/2011,90,74,82,M,60,68,0,17, ,M,M,M,0,29.38,2.5,19,2.7
1,7/17/2011,95,69,82,8,69,74,0,17, ,0,M,0,0,29.35,6.2,22,6.4
2,7/17/2011,95,74,85,M,69,74,0,20, ,M,M,M,0,29.41,6.8,23,7.2
1,7/18/2011,92,80,86,12,75,78,0,21,RA HZ,0,M,0,0.01,29.23,10.6,25,10.8
2,7/18/2011,93,81,87,M,74,77,0,22,HZ,M,M,M,0,29.29,11.2,24,11.7
1,7/19/2011,93,78,86,12,72,76,0,21, ,0,M,0,0,29.17,4.5,7,6.2
2,7/19/2011,92,79,86,M,73,77,0,21,BR,M,M,M,0,29.23,3.2,6,6.6
1,7/20/2011,99,73,86,12,73,77,0,21,BR HZ,0,M,0,0.02,29.08,9,23,10.7
2,7/20/2011,100,77,89,M,73,77,0,24,TS,M,M,M,0,29.15,7.6,23,9.9
1,7/21/2011,99,75,87,13,70,76,0,22,TS,0,M,0,0.02,29.1,6.2,28,8.8
2,7/21/2011,101,82,92,M,72,77,0,27, ,M,M,M,0,29.16,5.3,26,10
1,7/22/2011,88,70,79,5,70,73,0,14,TS TSRA RA BR,0,M,0,1.55,29.18,1.7,9,9
2,7/22/2011,100,71,86,M,70,74,M,M,TS TSRA BR,M,M,M,0.14,29.23,3.8,10,8.2
1,7/23/2011,87,70,79,5,70,73,0,14,TS TSRA RA BR,0,M,0,6.86,29.23,0.8,30,5.3
2,7/23/2011,87,70,79,M,70,73,0,14,TSRA RA BR VCTS,M,M,M,0.04,29.28,0.7,20,4.9
1,7/24/2011,87,72,80,6,70,73,0,15,TS TSRA BR,0,M,0,0.18,29.26,1.5,23,6.4
2,7/24/2011,87,72,80,M,69,72,0,15,TS TSRA VCFG,M,M,M,0.02,29.32,0.7,20,5.7
1,7/25/2011,88,73,81,7,66,71,0,16, ,0,M,0,0,29.2,3.4,32,6.5
2,7/25/2011,90,73,82,M,67,71,0,17, ,M,M,M,0.01,29.25,2.1,35,6.1
1,7/26/2011,83,71,77,3,63,68,0,12, ,0,M,0,0,29.18,6.3,5,8.5
2,7/26/2011,85,72,79,M,62,68,0,14, ,M,M,M,0.01,29.23,5.9,6,8
1,7/27/2011,90,68,79,5,66,70,0,14,TS TSRA,0,M,0,0.71,29.13,6.2,16,9.5
2,7/27/2011,92,72,82,M,66,71,0,17,TS BR,M,M,M,0,29.21,6,16,9.9
1,7/28/2011,87,73,80,6,71,74,0,15,TSRA RA BR,0,M,0,0.7,29.2,3.2,23,6.8
2,7/28/2011,88,74,81,M,71,74,0,16,TS RA,M,M,M,0,29.26,3.3,21,6.8
1,7/29/2011,86,71,79,5,67,71,0,14,BR,0,M,0,0.7,29.28,4.3,4,5.9
2,7/29/2011,86,74,80,M,69,72,0,15,TSRA BR,M,M,M,0.36,29.34,3.5,4,5.6
1,7/30/2011,91,67,79,5,64,70,0,14, ,0,M,0,0,29.35,2.4,13,3.4
2,7/30/2011,91,68,80,M,65,71,0,15, ,M,M,M,0,29.41,2,11,3.4
1,7/31/2011,90,68,79,5,69,73,0,14, ,0,M,0,0,29.35,4.9,25,5
2,7/31/2011,91,73,82,M,69,73,0,17, ,M,M,M,0,29.41,4.5,23,5
1,8/1/2011,91,74,83,10,72,75,0,18, ,0,M,0,0,29.28,4.2,27,4.9
2,8/1/2011,91,76,84,M,71,75,0,19,BR HZ,M,M,M,0,29.33,3.1,25,5.9
1,8/2/2011,93,74,84,11,73,76,0,19, ,0,M,0,0.43,29.04,8.3,21,9.1
2,8/2/2011,93,74,84,M,73,77,0,19,TS TSRA HZ,M,M,M,0.28,29.1,8,20,8.5
1,8/3/2011,86,72,79,6,67,71,0,14, ,0,M,0,0,29.11,6.9,2,8
2,8/3/2011,87,73,80,M,66,71,0,15,BR,M,M,M,0,29.16,9.6,1,10.3
1,8/4/2011,84,69,77,4,66,69,0,12, ,0,M,0,0,29.25,5.3,5,6
2,8/4/2011,82,69,76,M,67,70,0,11, ,M,M,M,0,29.3,4.8,5,6.7
1,8/5/2011,83,69,76,3,68,71,0,11,RA,0,M,0,0,29.21,4,5,5.5
2,8/5/2011,84,70,77,M,68,71,0,12, ,M,M,M,0,29.26,5.2,7,6
1,8/6/2011,85,72,79,6,70,72,0,14,RA BR,0,M,0,0.18,29.1,2.5,5,4
2,8/6/2011,85,73,79,M,70,72,0,14,RA BR,M,M,M,0.69,29.15,1.3,3,3.7
1,8/7/2011,86,68,77,4,69,71,0,12,TSRA BR,0,M,0,0.75,29.03,4.6,27,6.4
2,8/7/2011,87,70,79,M,69,72,0,14,RA BR HZ,M,M,M,0.49,29.09,3.6,26,5.6
1,8/8/2011,80,68,74,1,67,69,0,9,RA BR,0,M,0,0.63,29,4,4,6.2
2,8/8/2011,80,69,75,M,67,70,0,10,TSRA RA BR,M,M,M,0.29,29.06,2.8,6,5.8
1,8/9/2011,80,64,72,-1,61,66,0,7,BR,0,M,0,0,28.97,10.8,28,11.1
2,8/9/2011,82,66,74,M,61,66,0,9,BR,M,M,M,0.01,29.03,11,27,11.6
1,8/10/2011,77,61,69,-4,54,61,0,4, ,0,M,0,0,29.14,7.3,31,8.7
2,8/10/2011,78,62,70,M,54,61,0,5, ,M,M,M,0,29.2,4.4,31,8
1,8/11/2011,81,57,69,-4,54,61,0,4, ,0,M,0,0,29.25,2,24,3
2,8/11/2011,81,60,71,M,54,61,0,6, ,M,M,M,0,29.31,2.7,23,4.2
1,8/12/2011,81,60,71,-2,59,64,0,6, ,0,M,0,0,29.22,8.3,19,8.5
2,8/12/2011,82,65,74,M,57,64,0,9, ,M,M,M,0,29.28,8.2,19,8.4
1,8/13/2011,83,62,73,0,64,66,0,8,RA,0,M,0,0.75,29.15,3.6,27,6.7
2,8/13/2011,84,66,75,M,63,66,0,10,TS TSRA GR RA BR,M,M,M,0.93,29.2,5.3,24,7.8
1,8/14/2011,75,62,69,-3,60,63,0,4,RA,0,M,0,0,29.24,10.4,36,11.7
2,8/14/2011,75,62,69,M,60,63,0,4,RA,M,M,M,0.01,29.29,11.7,35,12.6
1,8/15/2011,82,57,70,-2,55,62,0,5, ,0,M,0,0,29.28,2.4,2,4.9
2,8/15/2011,80,59,70,M,55,62,0,5, ,M,M,M,0,29.33,2.7,5,5.2
1,8/16/2011,85,61,73,1,58,64,0,8, ,0,M,0,0,29.32,2.9,18,3.9
2,8/16/2011,83,63,73,M,56,63,0,8, ,M,M,M,0,29.38,2.3,18,3
1,8/17/2011,83,62,73,1,63,67,0,8, ,0,M,0,0,29.31,5.6,22,6
2,8/17/2011,83,65,74,M,61,67,0,9, ,M,M,M,0,29.36,6,21,6.2
1,8/18/2011,84,67,76,4,60,66,0,11, ,0,M,0,0,29.23,2.3,4,5.2
2,8/18/2011,85,71,78,M,62,67,0,13,HZ,M,M,M,0,29.28,2.8,7,5.2
1,8/19/2011,87,64,76,5,63,68,0,11, ,0,M,0,0,29.18,3.3,14,5.2
2,8/19/2011,86,67,77,M,62,68,0,12, ,M,M,M,0,29.23,4.7,13,5.8
1,8/20/2011,80,66,73,2,67,69,0,8,RA FG BR,0,M,0,1.11,29.22,1.3,21,3.4
2,8/20/2011,79,68,74,M,67,69,0,9,TSRA RA BR,M,M,M,0.39,29.28,2,16,4.9
1,8/21/2011,80,64,72,1,58,63,0,7,RA,0,M,0,0,29.26,8,32,8.5
2,8/21/2011,81,66,74,M,58,64,0,9,RA BR,M,M,M,0.01,29.32,7,32,7.6
1,8/22/2011,82,59,71,0,59,64,0,6, ,0,M,0,0,29.3,1.6,26,4.1
2,8/22/2011,82,61,72,M,59,64,0,7, ,M,M,M,0,29.36,0.7,8,3.5
1,8/23/2011,73,62,68,-3,63,65,0,3,TSRA BR,0,M,0,0.65,29.1,9.1,20,9.8
2,8/23/2011,74,66,70,M,62,65,0,5,TSRA RA BR,M,M,M,0.4,29.18,8.4,20,9.5
1,8/24/2011,92,69,81,10,65,70,0,16,BR,0,M,0,0,28.99,8.2,27,10.7
2,8/24/2011,91,70,81,M,65,70,0,16, ,M,M,M,0,29.05,8.1,25,11
1,8/25/2011,83,64,74,4,59,64,0,9, ,0,M,0,0,29.26,4.1,36,7.3
2,8/25/2011,80,65,73,M,59,64,0,8, ,M,M,M,0,29.33,3.1,2,7
1,8/26/2011,83,59,71,1,58,63,0,6, ,0,M,0,0,29.26,1.9,26,3.3
2,8/26/2011,83,61,72,M,58,64,0,7, ,M,M,M,0,29.32,1.2,20,3.4
1,8/27/2011,81,64,73,3,62,66,0,8, ,0,M,0,0,29.21,8.2,2,9.2
2,8/27/2011,83,67,75,M,61,66,0,10, ,M,M,M,0,29.26,8.1,1,9.3
1,8/28/2011,77,61,69,-1,57,61,0,4, ,0,M,0,0,29.22,7,2,7.9
2,8/28/2011,77,61,69,M,55,61,0,4, ,M,M,M,0,29.26,8.5,1,9.2
1,8/29/2011,79,59,69,-1,56,62,0,4, ,0,M,0,0,29.31,1.4,2,3.5
2,8/29/2011,78,61,70,M,57,62,0,5, ,M,M,M,0,29.36,1.1,6,4.2
1,8/30/2011,76,61,69,-1,56,62,0,4,RA,0,M,0,0.04,29.33,5.3,15,6.3
2,8/30/2011,79,64,72,M,54,61,0,7,RA,M,M,M,0.02,29.38,5.9,15,6.8
1,8/31/2011,87,65,76,7,64,68,0,11,RA,0,M,0,0,29.23,5.4,17,8.3
2,8/31/2011,88,65,77,M,64,69,0,12, ,M,M,M,0.05,29.29,5.4,17,7.4
1,9/1/2011,93,71,82,14,71,75,0,17, ,0,M,0,0,29.2,5.2,21,5.9
2,9/1/2011,94,74,84,M,70,75,0,19, ,M,M,M,0,29.26,5.8,21,6.3
1,9/2/2011,92,76,84,16,69,74,0,19,HZ,0,M,0,0,29.18,4.9,22,7.4
2,9/2/2011,94,79,87,M,69,74,0,22, ,M,M,M,0,29.24,4,20,6.6
1,9/3/2011,89,69,79,11,67,71,0,14,RA BR HZ,0,M,0,0.02,29.16,2.5,29,6.2
2,9/3/2011,87,71,79,M,68,71,0,14, ,M,M,M,0.15,29.21,1.2,20,5.7
1,9/4/2011,73,58,66,-2,54,60,0,1, ,0,M,0,0,29.24,10.5,32,11.5
2,9/4/2011,74,60,67,M,55,61,0,2,RA,M,M,M,0,29.29,10.7,32,11.5
1,9/5/2011,65,52,59,-8,45,52,6,0, ,0,M,0,0,29.39,14.2,1,14.8
2,9/5/2011,67,53,60,M,46,53,5,0, ,M,M,M,0,29.43,15.9,36,16.6
1,9/6/2011,66,51,59,-8,46,52,6,0, ,0,M,0,0,29.44,9.5,3,10.1
2,9/6/2011,66,57,62,M,47,54,3,0, ,M,M,M,0,29.49,13.8,4,14.3
1,9/7/2011,70,52,61,-6,47,54,4,0, ,0,M,0,0,29.42,10.2,1,10.8
2,9/7/2011,70,58,64,M,47,55,1,0, ,M,M,M,0,29.47,12.4,2,13.3
1,9/8/2011,75,57,66,0,53,59,0,1,RA,0,M,0,0,29.34,13,2,13.4
2,9/8/2011,74,62,68,M,54,59,0,3,RA DZ BR,M,M,M,0.06,29.36,14.9,2,15.2
1,9/9/2011,72,60,66,0,60,62,0,1,RA,0,M,0,0.02,29.23,8.2,4,8.3
2,9/9/2011,72,64,68,M,61,63,0,3,RA BR,M,M,M,0.11,29.28,7.9,4,8.4
1,9/10/2011,78,56,67,1,59,62,0,2,BR,0,M,0,0,29.29,0.9,14,3.1
2,9/10/2011,76,58,67,M,60,63,0,2,FG+ BR,M,M,M,0.01,29.34,0.9,14,2
1,9/11/2011,83,57,70,5,59,63,0,5,BR,0,M,0,0,29.27,5.1,27,5.5
2,9/11/2011,83,60,72,M,59,64,0,7,BR,M,M,M,0,29.33,4.3,25,4.7
1,9/12/2011,86,64,75,10,59,65,0,10, ,0,M,0,0,29.18,10.5,23,10.9
2,9/12/2011,86,64,75,M,59,65,0,10, ,M,M,M,0,29.24,9.2,23,9.3
1,9/13/2011,73,56,65,0,54,59,0,0,BR HZ FU,0,M,0,0,29.2,4.9,31,8.7
2,9/13/2011,76,58,67,M,55,61,0,2,HZ FU,M,M,M,0,29.26,3.4,31,7.8
1,9/14/2011,58,47,53,-11,43,49,12,0,RA BR HZ FU,0,M,0,0.08,29.39,6.3,34,7.3
2,9/14/2011,60,48,54,M,45,51,11,0,RA BR HZ FU,M,M,M,0,29.47,6,32,
1,9/15/2011,59,42,51,-13,35,44,14,0, ,0,M,0,0,29.61,7.4,1,8.5
2,9/15/2011,60,44,52,M,36,45,13,0, ,M,M,M,0,29.67,7.2,36,9
1,9/16/2011,58,46,52,-12,40,47,13,0, ,0,M,0,0,29.59,1.4,8,3.3
2,9/16/2011,59,48,54,M,38,47,11,0, ,M,M,M,0,29.65,2.6,13,3.7
1,9/17/2011,68,50,59,-5,45,52,6,0, ,0,M,0,0,29.53,7.7,11,8.9
2,9/17/2011,69,52,61,M,44,52,4,0, ,M,M,M,0,29.59,8.7,11,9.6
1,9/18/2011,65,55,60,-4,55,57,5,0,RA DZ BR,0,M,0,0.43,29.34,8.9,15,9.5
2,9/18/2011,66,56,61,M,54,57,4,0,RA DZ BR,M,M,M,0.34,29.41,7.4,14,8
